CLUSTER,WEEK,CARRIER,NETWORK,COUNT,AREA,LATITUDE,LONGITUDE,AVG RTT
13,51,verizonwireless,lte,25,SFBay,37.82336504,-122.206612,49.372
8,51,verizonwireless,lte,22,SFBay,37.4125303636,-122.0780640909,41.55
19,51,tmobile,wifi,23,SFBay,37.337812913,-122.0324173913,19.5217391304
16,51,tmobile,wifi,184,SFBay,37.4397764837,-122.1359253804,20.602173913
12,51,verizonwireless,lte,29,SFBay,37.7714176897,-122.422022069,63.0793103448
20,51,tmobile,wifi,85,SFBay,37.800694,-121.98144,152.1882352941
9,51,verizonwireless,lte,43,SFBay,37.579353,-122.31642,54.0209302326
7,51,verizonwireless,lte,7,SFBay,37.3976392857,-122.08975,45.0428571429
15,51,sprint,evdoa,5,SFBay,37.3716034,-121.900652,63.36
13,51,sprint,evdoa,7,SFBay,37.3078434286,-121.8180328571,113.0428571429
11,51,verizonwireless,lte,12,SFBay,37.529659,-122.04024,46.9083333333
14,51,verizonwireless,lte,3,SFBay,37.3305993333,-121.9454133333,42.5666666667
15,53,sprint,evdoa,4,SFBay,37.430851,-121.953,64.1
16,52,tmobile,hsdpa,1177,SFBay,37.414718034,-122.0903164146,106.2428207307
9,52,verizonwireless,lte,42,SFBay,37.5550600714,-122.31021,40.4142857143
17,52,tmobile,hsdpa,258,SFBay,37.7668293682,-122.4360946899,171.2011627907
11,52,verizonwireless,lte,12,SFBay,37.529659,-122.04024,43.8583333333
18,52,tmobile,hsdpa,66,SFBay,37.242287,-121.73094,96.9242424242
10,52,verizonwireless,lte,7,SFBay,37.385287,-122.0131114286,29.8571428571
19,52,tmobile,hsdpa,100,SFBay,37.82023493,-122.2023611,97.461
19,52,sprint,evdoa,12,SFBay,37.44648475,-122.1447966667,70.1083333333
16,52,sprint,evdoa,57,SFBay,37.4264470526,-122.0705852632,64.6140350877
13,52,sprint,evdoa,17,SFBay,37.4664540588,-122.4054647059,82.8823529412
14,50,sprint,evdoa,261,SFBay,37.7648861111,-122.4238933716,87.024137931
13,50,sprint,evdoa,24,SFBay,37.5796417917,-121.966145,68.7833333333
10,50,sprint,wifi,161,SFBay,37.3717203043,-122.0213006211,22.8527950311
17,50,sprint,evdoa,58,SFBay,37.554947,-122.27106,71.224137931
15,50,sprint,evdoa,53,SFBay,37.3891030755,-121.8952409434,64.6150943396
19,50,sprint,evdoa,8,SFBay,37.442200125,-122.13592375,101.1
17,52,sprint,evdoa,1,SFBay,37.50716,-122.26052,75
null,52,,wifi,3,SFBay,37.428432,-122.07238,16.6666666667
14,52,sprint,evdoa,112,SFBay,37.75188075,-122.4243510714,82.5821428571
15,52,sprint,evdoa,13,SFBay,37.390297,-121.8961,68.8769230769
16,52,tmobile,wifi,474,SFBay,37.4379586118,-122.1361541772,19.9042194093
7,52,verizonwireless,lte,17,SFBay,37.5104852353,-122.0888782353,33.1058823529
15,52,tmobile,hsdpa,62,SFBay,37.3573270161,-121.9524719355,132.0322580645
8,52,verizonwireless,lte,29,SFBay,37.3925182069,-122.0748368966,43.5379310345
0,52,tmobile,edge,1,SFBay,37.430851,-121.953,346
16,49,tmobile,hsdpa,235,SFBay,37.3776653617,-122.0567253617,111.145106383
15,49,tmobile,hsdpa,5,SFBay,37.6058274,-121.991514,70.88
17,49,tmobile,hsdpa,35,SFBay,37.7770313429,-122.4322202857,79.9
11,49,verizonwireless,lte,34,SFBay,37.529659,-122.04024,45.5294117647
12,49,verizonwireless,lte,12,SFBay,37.7713081667,-122.4297366667,49.6916666667
13,49,verizonwireless,lte,20,SFBay,37.801552,-122.21433,45.945
9,49,sprint,wifi,3,SFBay,37.428432,-122.07238,196.6666666667
null,49,,evdoa,18,SFBay,37.3882275,-122.0263461111,85.2777777778
16,49,verizonwireless,lte,459,SFBay,37.4160814771,-122.078065207,37.3309368192
17,49,verizonwireless,lte,95,SFBay,37.5744066737,-122.3140835789,44.8378947368
18,49,verizonwireless,lte,282,SFBay,37.4163504113,-122.0000734397,45.4907801418
19,49,verizonwireless,lte,10,SFBay,37.7765724,-122.428886,38.01
15,49,verizonwireless,lte,27,SFBay,37.7820278519,-122.15075,43.6259259259
20,49,verizonwireless,lte,27,SFBay,37.529659,-122.04024,44.9666666667
10,50,verizonwireless,wifi,218,SFBay,37.7723535367,-122.4441043578,144.9949541284
12,50,verizonwireless,wifi,67,SFBay,37.630489,-122.41109,223.1223880597
16,50,verizonwireless,lte,124,SFBay,37.4108090565,-122.1071732258,53.3911290323
18,50,verizonwireless,lte,58,SFBay,37.424206,-122.0031912069,55.0913793103
19,50,verizonwireless,lte,1,SFBay,37.771717,-122.44389,117
20,50,verizonwireless,lte,34,SFBay,37.529659,-122.04024,46.3647058824
21,50,sprint,evdoa,102,SFBay,37.7602671176,-122.4304030392,75.6529411765
22,50,sprint,evdoa,77,SFBay,37.3905581169,-122.0382628571,61.7285714286
6,50,tmobile,umts,11,SFBay,37.5018263636,-122.2532254545,157.1636363636
7,50,tmobile,umts,67,SFBay,37.7808550149,-122.423468806,229.6149253731
8,50,tmobile,umts,48,SFBay,37.3899775208,-122.044850625,228.9208333333
17,50,verizonwireless,lte,24,SFBay,37.5732982917,-122.3140570833,54.6708333333
23,50,sprint,evdoa,27,SFBay,37.5558509259,-122.27274,66.8740740741
9,50,tmobile,umts,13,SFBay,37.2375446923,-121.9590238462,371.6923076923
5,50,tmobile,umts,1,SFBay,37.514843,-121.91318,336
20,50,sprint,evdoa,7,SFBay,37.4906424286,-122.4271357143,72.4
15,50,verizonwireless,lte,1,SFBay,37.502159,-122.20866,56.2
8,50,verizonwireless,wifi,12,SFBay,37.584103,-122.36608,221.9166666667
20,53,sprint,evdoa,86,SFBay,37.8002041628,-122.2901572093,78.676744186
21,53,sprint,evdoa,337,SFBay,37.7607621988,-122.4320566469,81.8083086053
16,53,tmobile,wifi,102,SFBay,37.4348001373,-122.1442152941,20.4294117647
11,53,verizonwireless,wifi,1,SFBay,37.378536,-122.08659,29.6
15,53,verizonwireless,lte,58,SFBay,37.2902736897,-122.0240539655,33.225862069
22,53,sprint,evdoa,197,SFBay,37.3386122843,-121.9857151777,64.7360406091
10,53,verizonwireless,wifi,4,SFBay,37.740105,-122.43823,22.725
16,53,tmobile,hsdpa,275,SFBay,37.4449494509,-122.1191912364,132.0978181818
17,53,tmobile,hsdpa,151,SFBay,37.7860005828,-122.4385165563,207.5894039735
17,53,verizonwireless,lte,186,SFBay,37.5661561828,-122.291977957,40.6424731183
19,53,tmobile,hsdpa,65,SFBay,37.8077872615,-122.1807938462,115.4707692308
18,53,tmobile,hsdpa,40,SFBay,37.242287,-121.73094,288.045
8,53,tmobile,umts,37,SFBay,37.3782444595,-121.9552113514,217.1027027027
15,53,tmobile,hsdpa,31,SFBay,37.4996460968,-122.0893474194,170.0516129032
16,53,verizonwireless,lte,45,SFBay,37.4204422222,-122.0745084444,37.7133333333
18,53,verizonwireless,lte,6,SFBay,37.3097903333,-121.9719533333,34.25
5,53,tmobile,umts,38,SFBay,37.70984,-122.2279026316,220.3552631579
8,52,tmobile,umts,208,SFBay,37.3705399327,-122.0216851923,214.6759615385
16,52,verizonwireless,lte,99,SFBay,37.4105010303,-122.0809868687,30.3141414141
5,52,tmobile,umts,65,SFBay,37.5695102923,-122.0016878462,180.7553846154
18,52,verizonwireless,lte,104,SFBay,37.3438211923,-122.0052147115,39.8413461538
17,52,verizonwireless,lte,89,SFBay,37.5615029775,-122.281401236,36.9078651685
7,52,tmobile,umts,33,SFBay,37.7643260303,-122.42523,278.803030303
22,52,sprint,evdoa,244,SFBay,37.3893098525,-122.0188609836,65.9278688525
20,52,sprint,evdoa,65,SFBay,37.5109254769,-122.3897084615,69.0446153846
21,52,sprint,evdoa,366,SFBay,37.7637069126,-122.4323951639,88.3084699454
23,52,sprint,evdoa,57,SFBay,37.5525455263,-122.270974386,70.7280701754
11,52,verizonwireless,wifi,2,SFBay,37.428432,-122.07238,29.55
10,52,verizonwireless,wifi,36,SFBay,37.771717,-122.44389,67.6277777778
6,52,tmobile,umts,46,SFBay,37.5075390652,-122.2622282609,165.8086956522
19,52,tmobile,wifi,32,SFBay,37.322998,-122.03218,23.040625
15,52,tmobile,wifi,2,SFBay,37.6552525,-122.109905,162.9
18,52,tmobile,wifi,3,SFBay,37.7511023333,-122.42313,116.6
4,52,att,edge,1,SFBay,37.831318,-122.28525,317
20,52,verizonwireless,lte,9,SFBay,37.5334906667,-122.0362333333,27.3666666667
15,52,verizonwireless,lte,14,SFBay,37.5213868571,-122.2326514286,40.0571428571
23,53,sprint,evdoa,5,SFBay,37.538983,-122.298276,77.44
20,53,verizonwireless,lte,51,SFBay,37.529659,-122.04024,34.9176470588
19,53,verizonwireless,lte,2,SFBay,37.774929,-122.41942,41.9
5,53,tmobile,edge,97,SFBay,37.445797,-122.15758,187.0412371134
8,52,verizonwireless,wifi,1,SFBay,37.235809,-121.96237,15.7
5,52,tmobile,edge,11,SFBay,37.4134683636,-122.0678927273,203.7272727273
8,52,sprint,wifi,38,SFBay,37.554947,-122.27106,14.3921052632
null,52,tmobile,unknown,1,SFBay,37.748581,-122.41841,97.3
4,52,tmobile,edge,4,SFBay,37.32453,-121.98153,201
10,52,sprint,wifi,1,SFBay,37.322998,-122.03218,27.5
12,51,verizonwireless,wifi,64,SFBay,37.630489,-122.41109,194.4453125
16,51,verizonwireless,lte,99,SFBay,37.4131042828,-122.0749659596,26.8383838384
5,51,tmobile,edge,109,SFBay,37.411474422,-122.080309633,226.3302752294
18,51,verizonwireless,lte,7,SFBay,37.3236635714,-121.9912914286,30.0285714286
10,51,verizonwireless,wifi,58,SFBay,37.771717,-122.44389,49.1379310345
10,51,sprint,wifi,171,SFBay,37.371861,-122.02123,19.9678362573
20,51,verizonwireless,lte,61,SFBay,37.529659,-122.04024,51.7081967213
23,51,sprint,evdoa,126,SFBay,37.5395114683,-122.2730884127,77.9626984127
21,51,sprint,evdoa,227,SFBay,37.7597008282,-122.4312095154,77.1251101322
22,51,sprint,evdoa,204,SFBay,37.3514798824,-122.0137592647,74.1215686275
17,51,verizonwireless,lte,59,SFBay,37.5786011186,-122.3162277966,37.1796610169
4,51,tmobile,edge,27,SFBay,37.6909233333,-122.3713733333,313.5555555556
6,51,tmobile,edge,2,SFBay,37.625868,-122.4028,196
1,51,verizonwireless,ehrpd,4,SFBay,37.565664,-122.32209,99.975
20,51,sprint,evdoa,1,SFBay,37.852474,-122.2739,45.3
8,51,tmobile,umts,119,SFBay,37.4032167395,-122.0567264706,287.4445378151
7,51,tmobile,umts,57,SFBay,37.7804502632,-122.4310015789,309.9333333333
5,51,tmobile,umts,41,SFBay,37.4642490732,-121.9637843902,209.0756097561
6,51,tmobile,umts,25,SFBay,37.51238064,-122.2682928,289.008
0,53,verizonwireless,evdoa,4,SFBay,37.3287335,-121.907825,72.25
4,53,tmobile,edge,42,SFBay,37.1886560476,-121.8459557143,217.7857142857
6,53,tmobile,umts,19,SFBay,37.5714905263,-122.3078063158,228.6157894737
7,53,tmobile,umts,20,SFBay,37.7741887,-122.418265,231.525
8,53,sprint,wifi,6,SFBay,37.554947,-122.27106,14.2
15,53,tmobile,wifi,1,SFBay,37.868057,-122.28524,35.6
21,53,tmobile,hsdpa,31,SFBay,37.3584773548,-122.0502387097,94.5096774194
20,53,tmobile,hsdpa,12,SFBay,37.7492783333,-122.1276966667,95.3083333333
22,53,tmobile,hsdpa,5,SFBay,37.7790284,-122.431712,129.94
23,53,tmobile,hsdpa,6,SFBay,37.598545,-122.38719,68.45
10,53,sprint,wifi,9,SFBay,37.322998,-122.03218,19.5555555556
2,53,verizonwireless,ehrpd,1,SFBay,37.79298,-122.42124,59.7
20,49,sprint,evdoa,54,SFBay,37.6285508704,-122.1180746296,73.3851851852
8,49,tmobile,umts,71,SFBay,37.4084234507,-122.0545332394,165.1112676056
22,49,sprint,evdoa,117,SFBay,37.4064825214,-122.0375613675,75.8974358974
23,49,sprint,evdoa,7,SFBay,37.5270651429,-122.2758971429,80.3
21,49,sprint,evdoa,220,SFBay,37.7591957682,-122.4251041364,81.8227272727
7,49,tmobile,umts,76,SFBay,37.7689979079,-122.4266565789,183.5671052632
5,49,tmobile,umts,37,SFBay,37.8807198108,-122.2074275676,219.1081081081
6,49,tmobile,umts,13,SFBay,37.5161871538,-122.2598138462,144.9307692308
22,49,tmobile,wifi,79,SFBay,37.800694,-121.98144,68.2417721519
23,49,tmobile,wifi,243,SFBay,37.4171377778,-122.1084765432,113.0028806584
4,49,verizonwireless,evdoa,34,SFBay,37.7179596471,-122.3820691176,73.4676470588
5,49,verizonwireless,evdoa,70,SFBay,37.4152212,-122.073438,72.0571428571
24,49,tmobile,wifi,7,SFBay,37.789017,-122.39151,127.2857142857
6,49,verizonwireless,evdoa,55,SFBay,37.7708213091,-122.4108887273,68.66
7,49,verizonwireless,evdoa,80,SFBay,37.365575125,-122.02513875,70.60625
19,51,verizonwireless,lte,53,SFBay,37.7785729057,-122.4210262264,30.7433962264
23,51,tmobile,wifi,135,SFBay,37.4163524519,-122.1096603704,25.5022222222
22,51,tmobile,wifi,41,SFBay,37.800694,-121.98144,23.9317073171
12,51,sprint,wifi,43,SFBay,37.805988,-122.40991,14.6348837209
23,51,tmobile,hsdpa,31,SFBay,37.5722888387,-122.3204070968,156.0290322581
21,51,tmobile,hsdpa,459,SFBay,37.404042939,-122.0706960131,107.2206971678
22,51,tmobile,hsdpa,138,SFBay,37.7771285217,-122.4302549275,94.747826087
20,51,tmobile,hsdpa,75,SFBay,37.5022894667,-122.1121912,76.876
9,51,tmobile,umts,7,SFBay,37.2551495714,-121.9250842857,343.8571428571
7,51,verizonwireless,evdoa,10,SFBay,37.3095824,-121.962929,72.33
5,51,verizonwireless,evdoa,9,SFBay,37.386772,-122.07523,67.5666666667
4,51,verizonwireless,ehrpd,1,SFBay,37.567768,-122.05222,262
15,51,verizonwireless,lte,1,SFBay,37.433735,-122.40142,74.8
21,44,tmobile,hsdpa,183,SFBay,37.4234546831,-122.0784945355,103.2131147541
8,44,tmobile,umts,3,SFBay,37.4145453333,-122.07333,55.5666666667
21,44,tmobile,wifi,14,SFBay,37.6728357857,-122.4068242857,217.0785714286
24,44,tmobile,wifi,64,SFBay,37.787191875,-122.4195375,199.92359375
7,43,tmobile,umts,20,SFBay,37.787754,-122.43823,71.76
22,43,tmobile,hsdpa,52,SFBay,37.7880287308,-122.43823,141.0134615385
23,44,tmobile,wifi,282,SFBay,37.4245978156,-122.0734080142,22.4881560284
20,44,tmobile,hsdpa,7,SFBay,37.4405904286,-122.0143214286,54.6428571429
7,42,tmobile,umts,7,SFBay,37.7864587143,-122.4358028571,209.1571428571
23,42,tmobile,wifi,26,SFBay,37.3549879231,-122.0391584615,186.7961538462
22,42,tmobile,hsdpa,20,SFBay,37.7884683,-122.43823,234.755
21,42,tmobile,hsdpa,23,SFBay,37.428432,-122.07238,234.4739130435
24,43,tmobile,wifi,50,SFBay,37.787754,-122.43823,193.952
11,44,verizonwireless,wifi,39,SFBay,37.428432,-122.07238,98.4182051282
22,44,sprint,evdoa,205,SFBay,37.4249763756,-122.0693949756,77.4907317073
20,44,sprint,evdoa,41,SFBay,37.696258561,-122.2881221951,65.1975609756
23,44,tmobile,hsdpa,1,SFBay,37.579353,-122.31642,292
null,44,tmobile,unknown,7,SFBay,37.428432,-122.07238,147
12,44,verizonwireless,wifi,35,SFBay,37.630489,-122.41109,228.7
22,44,tmobile,hsdpa,15,SFBay,37.789017,-122.39151,92.18
3,44,verizonwireless,ehrpd,3,SFBay,37.428432,-122.07238,60.1
null,44,,wifi,2,SFBay,37.774929,-122.41942,314.95
21,44,sprint,evdoa,3,SFBay,37.789017,-122.39151,85.7333333333
23,43,tmobile,wifi,124,SFBay,37.4102897419,-122.073621129,110.1491935484
13,43,verizonwireless,wifi,22,SFBay,37.371861,-122.02123,24.3863636364
22,45,sprint,evdoa,235,SFBay,37.4026849915,-122.0557698723,76.0289361702
23,45,sprint,evdoa,4,SFBay,37.53038,-122.269405,64.075
21,45,sprint,evdoa,286,SFBay,37.7637201434,-122.4289868881,81.5367132867
22,45,tmobile,hsdpa,287,SFBay,37.7835431742,-122.4747534843,99.556097561
21,45,tmobile,hsdpa,766,SFBay,37.3907978433,-122.0705017624,94.8622715405
20,45,tmobile,hsdpa,118,SFBay,37.7242403898,-122.058910678,100.6872881356
20,45,sprint,evdoa,23,SFBay,37.5878493913,-122.0976078261,82.2043478261
23,45,tmobile,wifi,984,SFBay,37.4084285193,-122.0991987195,93.8243597561
22,45,tmobile,wifi,41,SFBay,37.800694,-121.98144,24.756097561
24,45,tmobile,wifi,191,SFBay,37.7693762827,-122.4307118848,46.1914136126
21,45,tmobile,wifi,191,SFBay,37.5659509005,-122.235095445,101.9596858639
5,45,tmobile,edge,370,SFBay,37.4279516405,-122.1179338378,202.1756756757
4,45,tmobile,edge,54,SFBay,37.7918971481,-122.2755222222,199.2962962963
8,45,tmobile,umts,242,SFBay,37.3736773636,-122.0232969421,146.255785124
7,45,tmobile,umts,80,SFBay,37.7657203,-122.44365775,177.75625
5,45,tmobile,umts,38,SFBay,37.6555678158,-122.1542994737,82.2315789474
9,45,tmobile,umts,10,SFBay,37.2460806,-121.959888,260.6
7,45,tmobile,edge,7,SFBay,37.5043022857,-122.2308857143,195.2857142857
6,45,tmobile,umts,16,SFBay,37.4994725,-122.24431125,184.1125
6,45,tmobile,edge,4,SFBay,37.649707,-122.3961075,191.75
6,49,tmobile,edge,77,SFBay,37.6010341429,-122.3890523377,195.4935064935
22,49,tmobile,hsdpa,18,SFBay,37.7427033333,-122.4334311111,76.9666666667
21,49,tmobile,hsdpa,296,SFBay,37.418405027,-122.1144910473,129.3391891892
20,49,tmobile,hsdpa,40,SFBay,37.562826525,-122.0076585,80.5
23,49,tmobile,hsdpa,59,SFBay,37.5711765763,-122.3193030508,147.5203389831
5,49,tmobile,edge,92,SFBay,37.3524271957,-122.0561977174,240.847826087
4,49,tmobile,edge,17,SFBay,37.7264290588,-122.2219235294,311.5294117647
22,48,tmobile,wifi,85,SFBay,37.800694,-121.98144,26.7964705882
23,48,tmobile,wifi,581,SFBay,37.4135802341,-122.1092592599,105.9123924269
22,48,sprint,evdoa,204,SFBay,37.4134073873,-122.0195559804,85.0730392157
16,48,verizonwireless,lte,313,SFBay,37.4094737476,-122.0784352077,35.1450479233
6,48,tmobile,umts,15,SFBay,37.5003584667,-122.25066,222.3533333333
21,48,sprint,evdoa,758,SFBay,37.7627482916,-122.4220620712,98.1798153034
23,48,tmobile,hsdpa,50,SFBay,37.57083252,-122.316156,136.356
5,48,verizonwireless,evdoa,215,SFBay,37.3893742884,-122.0757047907,69.1209302326
23,48,sprint,evdoa,7,SFBay,37.5199038571,-122.2740257143,93.7571428571
18,48,verizonwireless,lte,179,SFBay,37.3907422402,-122.0054334637,43.2983240223
4,48,verizonwireless,evdoa,56,SFBay,37.7236896786,-122.2642183929,71.0160714286
20,48,verizonwireless,lte,45,SFBay,37.5305058667,-122.0405062222,29.9288888889
17,48,verizonwireless,lte,54,SFBay,37.556031,-122.32608,53.3222222222
21,48,tmobile,hsdpa,381,SFBay,37.4152703045,-122.1043809974,130.9152230971
20,48,tmobile,hsdpa,29,SFBay,37.7003188621,-122.1460575862,99.9655172414
5,48,tmobile,umts,43,SFBay,37.6703059767,-122.1159890698,173.1813953488
4,48,tmobile,edge,13,SFBay,37.6203356154,-122.1946184615,227.9230769231
8,48,tmobile,umts,117,SFBay,37.3931899316,-122.0099824786,202.4982905983
22,48,tmobile,hsdpa,68,SFBay,37.7869449412,-122.4378967647,73.6
7,48,tmobile,umts,226,SFBay,37.7844714867,-122.4317550885,206.3747787611
7,48,verizonwireless,evdoa,265,SFBay,37.3998540679,-121.9888207547,70.8233962264
5,48,tmobile,edge,178,SFBay,37.3792583596,-122.0660438764,205.5393258427
15,48,verizonwireless,lte,5,SFBay,37.5258256,-122.305912,31.88
6,48,verizonwireless,evdoa,118,SFBay,37.7710173898,-122.4151177119,66.6516949153
6,48,tmobile,edge,34,SFBay,37.6017386471,-122.3879202941,201.6176470588
7,48,tmobile,edge,25,SFBay,37.52083024,-122.2897452,309.84
6,48,att,edge,175,SFBay,37.5020621714,-122.2088182286,200.3885714286
7,48,att,edge,187,SFBay,37.8429267273,-122.23986,207.8604278075
8,48,att,edge,68,SFBay,37.7491756471,-122.4180144118,203.0441176471
5,48,att,edge,6,SFBay,37.3436433333,-121.9793933333,198.5
12,48,verizonwireless,wifi,16,SFBay,37.630489,-122.41109,225.625
9,48,att,edge,2,SFBay,37.630489,-122.41109,212.5
11,48,verizonwireless,wifi,137,SFBay,37.4173026934,-122.1227953285,21.7248175182
24,48,tmobile,wifi,11,SFBay,37.7864831818,-122.42124,177.4363636364
20,48,sprint,evdoa,6,SFBay,37.4455376667,-122.0945516667,85.1833333333
7,48,sprint,wifi,1,SFBay,37.453056,-122.11783,33.4
21,48,tmobile,wifi,4,SFBay,37.916134,-122.31077,225.5
null,49,,wifi,2,SFBay,37.5885065,-122.245395,18.7
9,49,tmobile,umts,2,SFBay,37.287167,-121.94996,66.8
19,48,verizonwireless,lte,1,SFBay,37.774929,-122.41942,27.3
2,48,att,hsdpa,7,SFBay,37.428432,-122.07238,122.7142857143
null,48,verizonwireless,unknown,4,SFBay,37.771717,-122.44389,79.05
22,46,sprint,evdoa,108,SFBay,37.3903960463,-122.043804537,69.1583333333
4,46,tmobile,edge,12,SFBay,37.6737219167,-122.2550525,203.5833333333
23,46,tmobile,wifi,561,SFBay,37.4020201283,-122.0839618004,98.5499643494
21,46,tmobile,wifi,48,SFBay,37.4824107708,-122.220954375,70.9041666667
8,46,tmobile,umts,125,SFBay,37.397335472,-122.0582528,202.0888
20,46,sprint,evdoa,16,SFBay,37.7064126875,-122.1796575,64.21875
5,46,tmobile,edge,190,SFBay,37.4254074789,-122.1293115263,212.7210526316
7,46,tmobile,umts,122,SFBay,37.7859102541,-122.432625,224.5057377049
24,46,tmobile,wifi,48,SFBay,37.748444875,-122.422244375,167.8958333333
11,46,verizonwireless,wifi,144,SFBay,37.4023449792,-122.1097709028,65.7659027778
21,46,sprint,evdoa,401,SFBay,37.7677509776,-122.4264912469,80.1548628429
17,46,verizonwireless,wifi,23,SFBay,37.445797,-122.15758,48.2869565217
15,46,verizonwireless,wifi,16,SFBay,37.520214,-122.2758,154.73125
7,46,tmobile,edge,29,SFBay,37.5211698966,-122.2758637931,225.3793103448
4,46,verizonwireless,evdoa,63,SFBay,38.1457996032,-122.2810936508,93.0650793651
16,46,verizonwireless,wifi,24,SFBay,37.353966,-121.953,194.3708333333
14,46,verizonwireless,wifi,72,SFBay,37.430851,-121.953,26.5402777778
6,46,verizonwireless,evdoa,8,SFBay,37.766397875,-122.42045625,92.1375
5,46,tmobile,umts,42,SFBay,37.6320813571,-122.1428135714,138.0476190476
23,46,sprint,evdoa,4,SFBay,37.554947,-122.27106,69.5
18,46,verizonwireless,lte,393,SFBay,37.3797158804,-121.9648905089,50.9081424936
16,46,verizonwireless,lte,750,SFBay,37.424750596,-122.0730511867,46.3874666667
7,46,verizonwireless,evdoa,177,SFBay,37.4135206045,-121.9730449718,79.3497175141
5,46,verizonwireless,evdoa,387,SFBay,37.4051598656,-122.0741394574,73.6167958656
7,46,sprint,wifi,3,SFBay,37.863739,-122.26823,162.2666666667
19,46,sprint,wifi,79,SFBay,37.773694962,-122.4295218987,106.1292405063
15,46,sprint,wifi,266,SFBay,37.3862868571,-122.0841115038,27.2133082707
16,46,sprint,wifi,320,SFBay,37.3646642937,-122.0238704063,232.59625
17,46,sprint,wifi,164,SFBay,37.885757,-122.11802,60.0932926829
14,46,sprint,wifi,16,SFBay,37.371879125,-121.984375,199.49375
18,46,sprint,wifi,232,SFBay,37.5515657931,-122.2675391379,30.3771551724
22,46,tmobile,hsdpa,120,SFBay,37.7884698917,-122.4598625833,100.4083333333
20,46,verizonwireless,lte,6,SFBay,37.529659,-122.04024,37.7
21,46,tmobile,hsdpa,331,SFBay,37.4108627583,-122.0776954683,113.3963746224
6,46,tmobile,umts,6,SFBay,37.531733,-122.2644133333,157.9666666667
20,46,tmobile,hsdpa,60,SFBay,37.6560892667,-122.1443846667,63.945
null,46,searchingforservice,ehrpd,1,SFBay,37.269215,-121.85057,73.2
23,46,tmobile,hsdpa,15,SFBay,37.5645462,-122.3175666667,57.5266666667
21,47,tmobile,hsdpa,767,SFBay,37.415699704,-122.1028076141,123.139243807
16,47,sprint,wifi,157,SFBay,37.371861,-122.02123,160.8777070064
5,47,verizonwireless,evdoa,158,SFBay,37.3981098481,-122.0744543671,69.4797468354
23,47,tmobile,wifi,401,SFBay,37.4264879601,-122.1427438653,126.4480548628
20,47,tmobile,hsdpa,159,SFBay,37.6119795094,-122.0488725157,85.6509433962
7,47,verizonwireless,evdoa,30,SFBay,37.399406,-121.9746996667,69.4233333333
16,47,verizonwireless,lte,571,SFBay,37.4229261384,-122.0908403678,38.0444833625
6,47,verizonwireless,evdoa,8,SFBay,37.754756375,-122.41770125,64.7875
22,47,tmobile,hsdpa,146,SFBay,37.7858968014,-122.4337859589,88.4616438356
19,47,sprint,wifi,53,SFBay,37.7683434906,-122.4235928302,57.8126415094
5,47,tmobile,edge,266,SFBay,37.4242887068,-122.1357087218,252.5466165414
20,47,verizonwireless,lte,52,SFBay,37.529659,-122.04024,29.8038461538
23,47,tmobile,hsdpa,86,SFBay,37.5788919767,-122.3455488372,123.6755813953
7,47,att,edge,160,SFBay,37.8433396,-122.2403564375,254.50625
6,47,att,edge,105,SFBay,37.502159,-122.20866,195.819047619
18,47,verizonwireless,lte,95,SFBay,37.3430295263,-121.8944738947,47.7673684211
21,47,tmobile,wifi,9,SFBay,37.4711078889,-122.11507,154
24,47,tmobile,wifi,12,SFBay,37.78159975,-122.416285,113.475
5,47,att,edge,34,SFBay,37.4846344118,-122.0729502941,246.6470588235
9,47,att,edge,52,SFBay,37.630489,-122.41109,198.8653846154
16,45,verizonwireless,lte,267,SFBay,37.4154851086,-122.0736700749,42.2464419476
9,45,att,edge,49,SFBay,37.630489,-122.41109,205.1836734694
15,45,verizonwireless,lte,3,SFBay,37.7252273333,-122.2884266667,41.1
8,45,verizonwireless,wifi,47,SFBay,37.7943582128,-122.2145714894,26.5510638298
23,45,tmobile,hsdpa,11,SFBay,37.5302694545,-122.3135890909,111.4454545455
19,45,verizonwireless,lte,41,SFBay,37.7807824146,-122.435192439,36.3097560976
20,45,verizonwireless,lte,21,SFBay,37.5314737143,-122.0408104762,34.3619047619
4,45,verizonwireless,evdoa,125,SFBay,37.482812456,-122.21559624,71.388
7,45,att,edge,164,SFBay,37.8432799512,-122.2404826829,225.1158536585
17,45,verizonwireless,wifi,136,SFBay,37.445797,-122.15758,46.2926470588
5,45,att,edge,109,SFBay,37.4696720734,-122.2193897248,341.2752293578
17,45,sprint,wifi,44,SFBay,37.885757,-122.11802,21.5409090909
16,45,sprint,wifi,308,SFBay,37.3568419578,-122.0249810065,95.9805194805
19,45,sprint,wifi,61,SFBay,37.7735638033,-122.4103988525,98.331147541
15,45,sprint,wifi,328,SFBay,37.3947837561,-122.0794525305,48.1862804878
18,45,sprint,wifi,203,SFBay,37.5407159606,-122.2568207882,73.4625615764
6,45,verizonwireless,evdoa,12,SFBay,37.75121625,-122.4188816667,71.1166666667
5,45,verizonwireless,evdoa,104,SFBay,37.4003262692,-122.07596375,81.0230769231
20,45,sprint,wifi,53,SFBay,37.6318659811,-122.4110183019,222.4018867925
8,45,att,edge,93,SFBay,37.7792449785,-122.4125023656,265.1290322581
7,45,verizonwireless,evdoa,34,SFBay,37.408296,-121.9790879412,70.8352941176
14,45,sprint,wifi,10,SFBay,37.4138887,-122.108057,272.25
